iter	Logloss
0	0.590480645
1	0.5019415113
2	0.4142763854
3	0.3404656205
4	0.2789938935
5	0.2290974988
6	0.1941593502
7	0.1604125687
8	0.1321673483
9	0.1089345966
10	0.08999721089
11	0.07565395259
12	0.0629823347
13	0.05304635829
14	0.04511524417
15	0.03862159108
16	0.03312085023
17	0.02855580913
18	0.02467433479
19	0.02141618896
20	0.01872971132
21	0.01633538772
22	0.01432204772
23	0.01272937213
24	0.01123149492
25	0.009968319914
26	0.008870638739
27	0.008030670145
28	0.007213694243
29	0.006507735541
30	0.005994594663
31	0.005439017303
32	0.004964962442
33	0.004537050938
34	0.004152776797
35	0.003827678097
36	0.003553716997
37	0.003287685019
38	0.003053675731
39	0.002832947036
40	0.002649652458
41	0.002476305264
42	0.002327334113
43	0.002198787177
44	0.002066302422
45	0.001979190755
46	0.001879130577
47	0.001773091499
48	0.001677378994
49	0.001591854332
50	0.001510235692
51	0.00146046183
52	0.001412946649
53	0.001346045705
54	0.00128023318
55	0.001250156805
56	0.001198056629
57	0.00118872864
58	0.00117892081
59	0.001166624166
60	0.001155293365
61	0.001106253446
62	0.001057825253
63	0.001034625576
64	0.001028391156
65	0.001009515976
66	0.000970413318
67	0.0009463256726
68	0.0009232641125
69	0.0009080870224
70	0.0009081451242
71	0.0008797751062
72	0.0008699865221
73	0.0008700038228
74	0.0008560695466
75	0.0008366868365
76	0.0008251336567
77	0.000812589383
78	0.0007999455451
79	0.0007826508473
80	0.0007725300216
81	0.000758125607
82	0.0007317652475
83	0.0007239571252
84	0.00071494201
85	0.0007051826107
86	0.0006946777181
87	0.0006868136699
88	0.0006867616886
89	0.0006867801409
90	0.0006752040111
91	0.0006623562823
92	0.0006511993562
93	0.0006412867179
94	0.0006370737687
95	0.0006356311596
96	0.0006354526591
97	0.0006340057383
98	0.0006227244336
99	0.0006148062444
100	0.0006020832857
101	0.0005950963858
102	0.0005852452855
103	0.0005833582448
104	0.0005739290092
105	0.0005738050651
106	0.0005661610356
107	0.0005410451615
108	0.000533047227
109	0.0005252580275
110	0.0005253005089
111	0.0005252116928
112	0.0005252970767
113	0.0005145991251
114	0.0005145991251
115	0.0005090638707
116	0.0004958226988
117	0.0004957754467
118	0.0004957754467
119	0.000484619142
120	0.0004785860853
121	0.0004785848657
122	0.0004785803914
123	0.0004785770933
124	0.0004785555505
125	0.0004785555505
126	0.0004785604326
127	0.0004784613313
128	0.0004784613313
129	0.000478585366
130	0.0004721180663
131	0.0004719789283
132	0.0004719789283
133	0.0004720518257
134	0.0004677182147
135	0.0004677104271
136	0.0004642805905
137	0.0004556759437
138	0.0004556540818
139	0.0004556540818
140	0.0004556540818
141	0.0004521801137
142	0.0004472821968
143	0.0004472575163
144	0.0004472534158
145	0.0004472372498
146	0.0004472259564
147	0.0004472166717
148	0.0004471609203
149	0.0004471609203
150	0.0004472638634
151	0.0004434986361
152	0.0004434108905
153	0.000443459904
154	0.0004434418501
155	0.0004434183099
156	0.0004433890758
157	0.000435743755
158	0.0004358268413
159	0.0004358268413
160	0.0004357809825
161	0.0004357809825
162	0.0004273248931
163	0.0004273248931
164	0.0004273248931
165	0.0004200281285
166	0.0004200901346
167	0.0004200901346
168	0.0004199638853
169	0.0004111022309
170	0.0004110854531
171	0.0004111058953
172	0.0004110546257
173	0.0004110546257
174	0.0004110110058
175	0.0004110671198
176	0.0004110389505
177	0.0004110671349
178	0.0004071839135
179	0.00040709758
180	0.0004071695731
181	0.0004071695731
182	0.0004071695731
183	0.0004071301462
184	0.0004071434521
185	0.0004071627691
186	0.0004071698978
187	0.0004071612002
188	0.0004071629749
189	0.0004071446
190	0.0004071446
191	0.0004070898434
192	0.0004070556027
193	0.0004070613683
194	0.0004070613683
195	0.0004069920939
196	0.0004070741833
197	0.0004070741833
198	0.0004069893942
199	0.0004070440978
200	0.0004032619663
201	0.0004032242027
202	0.0004032857915
203	0.0004032033933
204	0.0004032569699
205	0.0004032569699
206	0.0004032213849
207	0.0004031650633
208	0.0004031803458
209	0.000399935975
210	0.0003998329676
211	0.0003998329676
212	0.0003966860347
213	0.000396705178
214	0.0003966530872
215	0.000396667758
216	0.000396667758
217	0.000396667758
218	0.000396667758
219	0.0003966383843
220	0.0003967179138
221	0.0003966027011
222	0.0003965703464
223	0.0003937029865
224	0.0003819226673
225	0.0003820122178
226	0.0003820122178
227	0.0003819329469
228	0.0003820113418
229	0.0003819694701
230	0.0003819482351
231	0.0003778931471
232	0.000377773445
233	0.0003778050692
234	0.0003778227957
235	0.0003777991498
236	0.0003778069562
237	0.0003778240587
238	0.0003777389297
239	0.0003777679825
240	0.0003777679825
241	0.0003778138187
242	0.0003776984117
243	0.0003776820323
244	0.0003776706539
245	0.0003777289352
246	0.0003777017155
247	0.0003775731288
248	0.0003775731288
249	0.0003764893502
250	0.0003764614584
251	0.0003764113291
252	0.0003764492928
253	0.0003764492928
254	0.0003764282871
255	0.0003764185682
256	0.0003764307659
257	0.0003763299636
258	0.0003763299636
259	0.0003764221231
260	0.0003764221231
261	0.0003763846332
262	0.0003764126666
263	0.0003763303864
264	0.000376355014
265	0.0003762735778
266	0.0003762520803
267	0.0003761964771
268	0.0003761876097
269	0.0003761876097
270	0.0003762327984
271	0.0003762327984
272	0.0003762355868
273	0.0003762112103
274	0.0003760890729
275	0.0003761976741
276	0.0003761768525
277	0.0003734830837
278	0.000373382153
279	0.000373382153
